area,cru,age_min,age_max,t_min,t_max,glass_type,comments,color
Crémant du Jura,Crémant du Jura,1.0,5.0,8.0,0.0,,,blanc
Crémant du Jura,Crémant du Jura,1.0,4.0,8.0,0.0,,,rosé
Etoile,Etoile,3.0,10.0,12.0,0.0,,,blanc
Etoile,Etoile vin jaune,6.0,40.0,14.0,16.0,,,blanc
Etoile,Etoile vin de paille,10.0,35.0,8.0,10.0,,,jaune
Vins de pays/IGP Franche-Comté,Vins de pays/IGP Franche-Comté,2.0,5.0,16.0,16.0,,,rouge
Vins de pays/IGP Franche-Comté,Vins de pays/IGP Franche-Comté,1.0,5.0,12.0,14.0,,,blanc
Vins de pays/IGP Franche-Comté,Vins de pays/IGP Franche-Comté,1.0,2.0,9.0,11.0,,,rosé
Macvin du Jura,Macvin du Jura,5.0,20.0,10.0,13.0,,,jaune
Macvin du Jura,Macvin du Jura,5.0,20.0,11.0,14.0,,,rouge
Macvin du Jura,Macvin du Jura,5.0,15.0,10.0,13.0,,,rosé
Cabardès,Cabardès,5.0,10.0,14.0,16.0,,,rouge
Cabardès,Cabardès,1.0,3.0,10.0,12.0,,,rosé
Clairette-du-languedoc,Clairette-du-languedoc,1.0,3.0,10.0,10.0,,,blanc
Clairette-du-languedoc,Clairette-du-languedoc,5.0,15.0,10.0,13.0,,,jaune
Clairette-du-languedoc,Clairette-du-languedoc rancio,4.0,12.0,10.0,13.0,,,jaune
Corbières,Corbières,4.0,8.0,10.0,11.0,,,blanc
Corbières,Corbières,4.0,10.0,16.0,18.0,,,rouge
Corbières,Corbières,1.0,3.0,8.0,10.0,,,rosé
Corbières-boutenac,Corbières-boutenac,4.0,15.0,16.0,18.0,,,rouge
Crémant-de-limoux,Crémant-de-limoux,2.0,4.0,8.0,10.0,,,blanc
Crémant-de-limoux,Crémant-de-limoux,2.0,4.0,8.0,10.0,,,rosé
Faugères,Faugères,5.0,15.0,16.0,18.0,,,rouge
Faugères,Faugères,3.0,8.0,11.0,13.0,,,blanc
Faugères,Faugères,1.0,4.0,10.0,11.0,,,rosé
Fitou,Fitou,5.0,10.0,16.0,18.0,,,rouge
La Clape,La Clape,5.0,15.0,16.0,18.0,,,rouge
IGP Coteaux de Béziers,IGP Coteaux de Béziers,0.0,0.0,0.0,0.0,,,rouge
IGP Coteaux de Béziers,IGP Coteaux de Béziers,0.0,0.0,0.0,0.0,,,blanc
IGP Coteaux de Béziers,IGP Coteaux de Béziers,0.0,0.0,0.0,0.0,,,rosé
Languedoc,Languedoc,2.0,10.0,16.0,18.0,,,rouge
Languedoc,Languedoc,1.0,8.0,9.0,11.0,,,blanc
Languedoc,Languedoc,1.0,4.0,10.0,12.0,,,rosé
Vins de pays/IGP Cathare,Vins de pays/IGP Cathare,1.0,3.0,16.0,17.0,,,rouge
Vins de pays/IGP Cathare,Vins de pays/IGP Cathare,1.0,3.0,10.0,12.0,,,blanc
Vins de pays/IGP Cathare,Vins de pays/IGP Cathare,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Cité de Carcassonne,Vins de pays/IGP Cité de Carcassonne,1.0,4.0,16.0,16.0,,,rouge
Vins de pays/IGP Cité de Carcassonne,Vins de pays/IGP Cité de Carcassonne,1.0,3.0,10.0,11.0,,,blanc
Vins de pays/IGP Cité de Carcassonne,Vins de pays/IGP Cité de Carcassonne,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Coteaux d'Ensérune,Vins de pays/IGP Coteaux d'Ensérune,2.0,8.0,14.0,16.0,,,rouge
Vins de pays/IGP Coteaux d'Ensérune,Vins de pays/IGP Coteaux d'Ensérune,1.0,3.0,8.0,10.0,,,blanc
Vins de pays/IGP Coteaux d'Ensérune,Vins de pays/IGP Coteaux d'Ensérune,1.0,2.0,7.0,9.0,,,rosé
Vins de pays/IGP Coteaux de Peyriac,Vins de pays/IGP Coteaux de Peyriac,1.0,3.0,16.0,16.0,,,rouge
Vins de pays/IGP Coteaux de Peyriac,Vins de pays/IGP Coteaux de Peyriac,1.0,2.0,7.0,9.0,,,blanc
Vins de pays/IGP Coteaux de Peyriac,Vins de pays/IGP Coteaux de Peyriac,1.0,2.0,7.0,9.0,,,rosé
Vins de pays/IGP Côtes de Thau,Vins de pays/IGP Côtes de Thau,2.0,6.0,16.0,18.0,,,rouge
Vins de pays/IGP Côtes de Thau,Vins de pays/IGP Côtes de Thau,2.0,5.0,11.0,13.0,,,blanc
Vins de pays/IGP Côtes de Thau,Vins de pays/IGP Côtes de Thau,1.0,3.0,8.0,10.0,,,rosé
Vins de pays/IGP Côtes de Thongue,Vins de pays/IGP Côtes de Thongue,1.0,6.0,16.0,18.0,,,rouge
Vins de pays/IGP Côtes de Thongue,Vins de pays/IGP Côtes de Thongue,1.0,3.0,9.0,11.0,,,blanc
Vins de pays/IGP Côtes de Thongue,Vins de pays/IGP Côtes de Thongue,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Côtes du Brian,Vins de pays/IGP Côtes du Brian,2.0,6.0,16.0,18.0,,,rouge
Vins de pays/IGP Côtes du Brian,Vins de pays/IGP Côtes du Brian,1.0,3.0,11.0,12.0,,,blanc
Vins de pays/IGP Côtes du Brian,Vins de pays/IGP Côtes du Brian,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Haute vallée de l'Aude,Vins de pays/IGP Haute vallée de l'Aude,2.0,5.0,16.0,16.0,,,rouge
Vins de pays/IGP Haute vallée de l'Aude,Vins de pays/IGP Haute vallée de l'Aude,1.0,4.0,10.0,12.0,,,blanc
Vins de pays/IGP Haute vallée de l'Aude,Vins de pays/IGP Haute vallée de l'Aude,1.0,1.0,8.0,10.0,,,rosé
Vins de pays/IGP Haute vallée de l'Orb,Vins de pays/IGP Haute vallée de l'Orb,1.0,4.0,16.0,16.0,,,rouge
Vins de pays/IGP Haute vallée de l'Orb,Vins de pays/IGP Haute vallée de l'Orb,1.0,4.0,10.0,12.0,,,blanc
Vins de pays/IGP Haute vallée de l'Orb,Vins de pays/IGP Haute vallée de l'Orb,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Hérault,Vins de pays/IGP Hérault,3.0,12.0,16.0,16.0,,,rouge
Vins de pays/IGP Hérault,Vins de pays/IGP Hérault,2.0,10.0,11.0,13.0,,,blanc
Vins de pays/IGP Hérault,Vins de pays/IGP Hérault,1.0,3.0,9.0,11.0,,,rosé
Vins de pays/IGP Sable de Camargue,Vins de pays/IGP Sable de Camargue,2.0,5.0,16.0,16.0,,,rouge
Vins de pays/IGP Sable de Camargue,Vins de pays/IGP Sable de Camargue,1.0,4.0,9.0,11.0,,,blanc
Vins de pays/IGP Sable de Camargue,Vins de pays/IGP Sable de Camargue,1.0,3.0,9.0,11.0,,,rosé
Vins de pays/IGP Sable de Camargue,Vins de pays/IGP Sable de Camargue,1.0,3.0,9.0,11.0,,,blanc
Vins de pays/IGP Sable de Camargue,Vins de pays/IGP Sable de Camargue,1.0,3.0,6.0,8.0,,,blanc
Vins de pays/IGP Saint-Guilhem-le-Désert,Vins de pays/IGP Saint-Guilhem-le-Désert,2.0,6.0,16.0,16.0,,,rouge
Vins de pays/IGP Saint-Guilhem-le-Désert,Vins de pays/IGP Saint-Guilhem-le-Désert,2.0,4.0,10.0,12.0,,,blanc
Vins de pays/IGP Saint-Guilhem-le-Désert,Vins de pays/IGP Saint-Guilhem-le-Désert,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Torgan,Vins de pays/IGP Torgan,2.0,4.0,16.0,16.0,,,rouge
Vins de pays/IGP Torgan,Vins de pays/IGP Torgan,1.0,4.0,9.0,11.0,,,blanc
Vins de pays/IGP Torgan,Vins de pays/IGP Torgan,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Vallée du paradis,Vins de pays/IGP Vallée du paradis,2.0,6.0,15.0,17.0,,,rouge
Vins de pays/IGP Vallée du paradis,Vins de pays/IGP Vallée du paradis,1.0,4.0,10.0,11.0,,,blanc
Vins de pays/IGP Vallée du paradis,Vins de pays/IGP Vallée du paradis,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Vicomté d'Aumélas,Vins de pays/IGP Vicomté d'Aumélas,2.0,7.0,16.0,16.0,,,rouge
Vins de pays/IGP Vicomté d'Aumélas,Vins de pays/IGP Vicomté d'Aumélas,2.0,5.0,12.0,14.0,,,blanc
Vins de pays/IGP Vicomté d'Aumélas,Vins de pays/IGP Vicomté d'Aumélas,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGPCoteaux de Narbonne,Vins de pays/IGPCoteaux de Narbonne,1.0,4.0,16.0,16.0,,,rouge
Vins de pays/IGPCoteaux de Narbonne,Vins de pays/IGPCoteaux de Narbonne,1.0,3.0,8.0,10.0,,,blanc
Vins de pays/IGPCoteaux de Narbonne,Vins de pays/IGPCoteaux de Narbonne,1.0,2.0,7.0,9.0,,,rosé
Limoux,Limoux,3.0,10.0,15.0,17.0,,,rouge
Limoux,Limoux,2.0,8.0,9.0,11.0,,,blanc
Limoux,Blanquette méthode ancestrale,2.0,5.0,8.0,10.0,,,blanc
Limoux,Blanquette-de-limoux,2.0,5.0,8.0,10.0,,,blanc
Malepère,Malepère,4.0,12.0,15.0,16.0,,,rouge
Malepère,Malepère,2.0,4.0,8.0,11.0,,,rosé
Minervois,Minervois,4.0,10.0,15.0,17.0,,,rouge
Minervois,Minervois,2.0,4.0,9.0,11.0,,,rosé
Minervois,Minervois,2.0,7.0,12.0,12.0,,,blanc
Minervois-la-livinière,Minervois-la-livinière,5.0,15.0,16.0,18.0,,,rouge
Muscat-de-frontignan,Muscat-de-frontignan,4.0,20.0,9.0,11.0,,,jaune
Muscat-de-lunel,Muscat-de-lunel,4.0,20.0,9.0,11.0,,,jaune
Muscat-de-mireval,Muscat-de-mireval,4.0,20.0,9.0,11.0,,,jaune
Muscat-de-saint-jean-de-minervois,Muscat-de-saint-jean-de-minervois,4.0,20.0,9.0,11.0,,,jaune
Pic-saint-loup,Pic-saint-loup,5.0,15.0,16.0,18.0,,,rouge
Picpoul-de-pinet,Picpoul-de-pinet,5.0,15.0,16.0,18.0,,,rouge
Saint-chinian,Saint-chinian,3.0,10.0,16.0,18.0,,,rouge
Saint-chinian,Saint-chinian,3.0,8.0,8.0,10.0,,,blanc
Saint-chinian,Saint-chinian,2.0,4.0,9.0,11.0,,,rosé
Vins de pays/IGP Oc,Vins de pays/IGP Oc,2.0,6.0,15.0,17.0,,,rouge
Vins de pays/IGP Oc,Vins de pays/IGP Oc,1.0,4.0,9.0,11.0,,,blanc
Vins de pays/IGP Oc,Vins de pays/IGP Oc,1.0,3.0,9.0,11.0,,,rosé
Côtes-de-toul,Côtes-de-toul,2.0,6.0,14.0,16.0,,,rouge
Côtes-de-toul,Côtes-de-toul,3.0,5.0,10.0,12.0,,,blanc
Côtes-de-toul,Côtes-de-toul,2.0,3.0,9.0,11.0,,,blanc
Vins de pays/IGP Côte de Meuse,Vins de pays/IGP Côte de Meuse,1.0,3.0,16.0,16.0,,,rouge
Vins de pays/IGP Côte de Meuse,Vins de pays/IGP Côte de Meuse,1.0,2.0,8.0,10.0,,,blanc
Vins de pays/IGP Côte de Meuse,Vins de pays/IGP Côte de Meuse,1.0,3.0,8.0,11.0,,,rosé
Moselle,Moselle,2.0,5.0,14.0,16.0,,,rouge
Moselle,Moselle,3.0,5.0,10.0,12.0,,,blanc
Moselle,Moselle,2.0,3.0,10.0,12.0,,,rosé
Haut-poitou,Haut-poitou,3.0,10.0,14.0,16.0,,,rouge
Haut-poitou,Haut-poitou,2.0,5.0,9.0,11.0,,,blanc
Haut-poitou,Haut-poitou,1.0,3.0,8.0,11.0,,,rosé
Bandol,Bandol,3.0,20.0,16.0,18.0,,,rouge
Bandol,Bandol,2.0,7.0,8.0,11.0,,,rosé
Bandol,Bandol,2.0,5.0,8.0,11.0,,,blanc
Baux-de-Provence (Les),Baux-de-Provence (Les),3.0,15.0,15.0,17.0,,,rouge
Baux-de-Provence (Les),Baux-de-Provence (Les),2.0,8.0,8.0,11.0,,,blanc
Baux-de-Provence (Les),Baux-de-Provence (Les),2.0,5.0,8.0,10.0,,,rosé
Bellet,Bellet,3.0,15.0,14.0,15.0,,,rouge
Bellet,Bellet,3.0,10.0,8.0,11.0,,,blanc
Bellet,Bellet,1.0,3.0,10.0,12.0,,,rosé
Cassis,Cassis,2.0,7.0,14.0,16.0,,,rouge
Cassis,Cassis,4.0,10.0,10.0,12.0,,,blanc
Cassis,Cassis,2.0,4.0,10.0,11.0,,,rosé
Coteaux-d'aix-en-provence,Coteaux-d'aix-en-provence,3.0,15.0,14.0,16.0,,,rouge
Coteaux-d'aix-en-provence,Coteaux-d'aix-en-provence,2.0,8.0,8.0,10.0,,,blanc
Coteaux-d'aix-en-provence,Coteaux-d'aix-en-provence,1.0,4.0,9.0,11.0,,,rosé
Coteaux-varois-en-provence,Coteaux-varois-en-provence,3.0,15.0,14.0,16.0,,,rouge
Coteaux-varois-en-provence,Coteaux-varois-en-provence,2.0,8.0,8.0,10.0,,,blanc
Coteaux-varois-en-provence,Coteaux-varois-en-provence,1.0,4.0,9.0,11.0,,,rosé
Côtes-de-provence,Côtes-de-provence,3.0,15.0,14.0,16.0,,,rouge
Côtes-de-provence,Côtes-de-provence,2.0,8.0,8.0,10.0,,,blanc
Côtes-de-provence,Côtes-de-provence,1.0,4.0,9.0,11.0,,,rosé
Palette,Palette,4.0,16.0,15.0,17.0,,,rouge
Palette,Palette,4.0,12.0,10.0,12.0,,,blanc
Palette,Palette,2.0,6.0,10.0,13.0,,,rosé
Vins de pays/IGP Alpes-de-Haute-Provence,Vins de pays/IGP Alpes-de-Haute-Provence,2.0,10.0,16.0,16.0,,,rouge
Vins de pays/IGP Alpes-de-Haute-Provence,Vins de pays/IGP Alpes-de-Haute-Provence,1.0,2.0,8.0,10.0,,,blanc
Vins de pays/IGP Alpes-de-Haute-Provence,Vins de pays/IGP Alpes-de-Haute-Provence,1.0,3.0,9.0,11.0,,,rosé
Vins de pays/IGP Alpes-Maritimes,Vins de pays/IGP Alpes-Maritimes,2.0,8.0,14.0,16.0,,,rouge
Vins de pays/IGP Alpes-Maritimes,Vins de pays/IGP Alpes-Maritimes,1.0,4.0,8.0,10.0,,,blanc
Vins de pays/IGP Alpes-Maritimes,Vins de pays/IGP Alpes-Maritimes,1.0,3.0,8.0,10.0,,,rosé
Vins de pays/IGP Alpilles,Vins de pays/IGP Alpilles,2.0,6.0,14.0,16.0,,,rouge
Vins de pays/IGP Alpilles,Vins de pays/IGP Alpilles,1.0,4.0,8.0,10.0,,,blanc
Vins de pays/IGP Alpilles,Vins de pays/IGP Alpilles,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Maures,Vins de pays/IGP Maures,2.0,4.0,16.0,16.0,,,rouge
Vins de pays/IGP Maures,Vins de pays/IGP Maures,1.0,4.0,8.0,10.0,,,blanc
Vins de pays/IGP Maures,Vins de pays/IGP Maures,1.0,3.0,8.0,10.0,,,rosé
Vins de pays/IGP Mont-Caume,Vins de pays/IGP Mont-Caume,2.0,5.0,16.0,16.0,,,rouge
Vins de pays/IGP Mont-Caume,Vins de pays/IGP Mont-Caume,1.0,4.0,8.0,10.0,,,blanc
Vins de pays/IGP Mont-Caume,Vins de pays/IGP Mont-Caume,1.0,3.0,8.0,10.0,,,rosé
Vins de pays/IGP Var,Vins de pays/IGP Var,2.0,6.0,16.0,16.0,,,rouge
Vins de pays/IGP Var,Vins de pays/IGP Var,1.0,3.0,8.0,10.0,,,blanc
Vins de pays/IGP Var,Vins de pays/IGP Var,1.0,4.0,10.0,12.0,,,rosé
Vins de pays/IGPCoteaux du Verdon,Vins de pays/IGPCoteaux du Verdon,2.0,6.0,16.0,16.0,,,rouge
Vins de pays/IGPCoteaux du Verdon,Vins de pays/IGPCoteaux du Verdon,1.0,3.0,8.0,10.0,,,blanc
Vins de pays/IGPCoteaux du Verdon,Vins de pays/IGPCoteaux du Verdon,1.0,4.0,10.0,12.0,,,rosé
Vins de pays/IGPHautes-Alpes,Vins de pays/IGPHautes-Alpes,2.0,5.0,16.0,16.0,,,rouge
Vins de pays/IGPHautes-Alpes,Vins de pays/IGPHautes-Alpes,1.0,5.0,8.0,10.0,,,blanc
Vins de pays/IGPHautes-Alpes,Vins de pays/IGPHautes-Alpes,1.0,3.0,8.0,10.0,,,rosé
Vins de pays/IGPHautes-Alpes,Vins de pays/IGPHautes-Alpes,1.0,3.0,6.0,8.0,,,blanc
Vins de pays/IGP Île de Beauté,Vins de pays/IGP Île de Beauté,2.0,4.0,14.0,15.0,,,rouge
Vins de pays/IGP Île de Beauté,Vins de pays/IGP Île de Beauté,1.0,3.0,8.0,10.0,,,blanc
Vins de pays/IGP Île de Beauté,Vins de pays/IGP Île de Beauté,1.0,2.0,8.0,9.0,,,rosé
Banyuls,Banyuls,5.0,25.0,10.0,12.0,,,rouge
Banyuls,Banyuls,6.0,12.0,10.0,13.0,,,jaune
Banyuls,Banyuls,5.0,10.0,10.0,13.0,,,rosé
Banyuls,Banyuls rancio,5.0,50.0,12.0,14.0,,,rouge
Banyuls,Banyuls ambré,6.0,15.0,10.0,13.0,,,jaune
Banyuls grand cru,Banyuls grand cru,5.0,30.0,10.0,12.0,,,rouge
Banyuls grand cru rancio,Banyuls grand cru,5.0,50.0,12.0,14.0,,,rouge
Collioure,Collioure,5.0,15.0,16.0,18.0,,,rouge
Collioure,Collioure,4.0,12.0,8.0,11.0,,,blanc
Collioure,Collioure,2.0,8.0,8.0,10.0,,,rosé
Côtes-du-roussillon,Côtes-du-roussillon,3.0,10.0,16.0,18.0,,,rouge
Côtes-du-roussillon,Côtes-du-roussillon,2.0,8.0,8.0,10.0,,,blanc
Côtes-du-roussillon,Côtes-du-roussillon,1.0,3.0,10.0,12.0,,,rosé
Côtes-du-roussillon-villages,Côtes-du-roussillon-villages,2.0,10.0,16.0,18.0,,,rouge
Maury,Maury,5.0,25.0,10.0,12.0,,,rouge
Maury,Maury,5.0,15.0,10.0,13.0,,,jaune
Maury,Maury rancio,5.0,50.0,12.0,14.0,,,jaune
Maury sec,Maury sec,5.0,15.0,16.0,18.0,,,rouge
Muscat-de-rivesaltes,Muscat-de-rivesaltes,6.0,20.0,10.0,13.0,,,jaune
Rivesaltes,Rivesaltes tuilé,5.0,15.0,14.0,16.0,,,jaune
Rivesaltes,Rivesaltes rancio,5.0,35.0,12.0,14.0,,,jaune
Rivesaltes,Rivesaltes,5.0,15.0,11.0,13.0,,,rouge
Vins de pays/IGP Côte Vermeille,Vins de pays/IGP Côte Vermeille,1.0,4.0,16.0,16.0,,,rouge
Vins de pays/IGP Côte Vermeille,Vins de pays/IGP Côte Vermeille,1.0,3.0,10.0,11.0,,,blanc
Vins de pays/IGP Côte Vermeille,Vins de pays/IGP Côte Vermeille,1.0,2.0,7.0,9.0,,,rosé
Vins de pays/IGP Côtes catalanes,Vins de pays/IGP Côtes catalanes,3.0,10.0,16.0,16.0,,,rouge
Vins de pays/IGP Côtes catalanes,Vins de pays/IGP Côtes catalanes,1.0,4.0,8.0,10.0,,,blanc
Vins de pays/IGP Côtes catalanes,Vins de pays/IGP Côtes catalanes,1.0,2.0,7.0,9.0,,,rosé
Bugey,Bugey,1.0,2.0,10.0,0.0,,,blanc
Bugey,Bugey,3.0,10.0,14.0,16.0,,,rouge
Bugey,Bugey,1.0,2.0,10.0,12.0,,,rosé
Bugey,Bugey,1.0,5.0,6.0,6.0,,,blanc
Bugey,Bugey Cerdon,1.0,3.0,8.0,10.0,,,rosé
Roussette du Bugey,Roussette du Bugey,1.0,4.0,10.0,12.0,,,blanc
Roussette de Savoie,Roussette de Savoie,1.0,3.0,11.0,11.0,,,blanc
Roussette de Savoie,Roussette de Savoie marestel,2.0,5.0,12.0,12.0,,,blanc
Seyssel,Seyssel,1.0,3.0,12.0,12.0,,,blanc
Vin de Savoie,Vin de Savoie,1.0,6.0,14.0,16.0,,,rouge
Vin de Savoie,Vin de Savoie,1.0,6.0,11.0,11.0,,,blanc
Vin de Savoie,Vin de Savoie,1.0,3.0,6.0,8.0,,,blanc
Vins de Pays IGP vins des Allobroges,Vins de Pays IGP vins des Allobroges,3.0,6.0,16.0,16.0,,,rouge
Vins de Pays IGP vins des Allobroges,Vins de Pays IGP vins des Allobroges,4.0,10.0,8.0,10.0,,,blanc
Vins de pays/IGP Coteaux de l'Ain,Vins de pays/IGP Coteaux de l'Ain,3.0,10.0,14.0,16.0,,,rouge
Vins de pays/IGP Coteaux de l'Ain,Vins de pays/IGP Coteaux de l'Ain,3.0,6.0,10.0,12.0,,,blanc
Vins de pays/IGP Isère,Vins de pays/IGP Isère,3.0,8.0,16.0,16.0,,,rouge
Vins de pays/IGP Isère,Vins de pays/IGP Isère,2.0,6.0,8.0,12.0,,,blanc
Vins de pays/IGP Isère,Vins de pays/IGP Isère,1.0,2.0,8.0,10.0,,,rosé
Duché d'Uzès,Duché d'Uzès,2.0,5.0,16.0,16.0,,,rouge
Duché d'Uzès,Duché d'Uzès,1.0,4.0,10.0,12.0,,,blanc
Duché d'Uzès,Duché d'Uzès,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Bouches-du-Rhône,Vins de pays/IGP Bouches-du-Rhône,3.0,12.0,16.0,16.0,,,rouge
Vins de pays/IGP Bouches-du-Rhône,Vins de pays/IGP Bouches-du-Rhône,2.0,8.0,11.0,13.0,,,blanc
Vins de pays/IGP Bouches-du-Rhône,Vins de pays/IGP Bouches-du-Rhône,1.0,3.0,9.0,11.0,,,rosé
Vins de pays/IGP Cévennes,Vins de pays/IGP Cévennes,2.0,8.0,16.0,16.0,,,rouge
Vins de pays/IGP Cévennes,Vins de pays/IGP Cévennes,1.0,4.0,9.0,11.0,,,blanc
Vins de pays/IGP Cévennes,Vins de pays/IGP Cévennes,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Coteaux du Pont du Gard,Vins de pays/IGP Coteaux du Pont du Gard,2.0,6.0,16.0,16.0,,,rouge
Vins de pays/IGP Coteaux du Pont du Gard,Vins de pays/IGP Coteaux du Pont du Gard,1.0,3.0,11.0,13.0,,,blanc
Vins de pays/IGP Coteaux du Pont du Gard,Vins de pays/IGP Coteaux du Pont du Gard,1.0,2.0,9.0,11.0,,,rosé
Vins de pays/IGP Gard,Vins de pays/IGP Gard,3.0,8.0,16.0,16.0,,,rouge
Vins de pays/IGP Gard,Vins de pays/IGP Gard,2.0,5.0,12.0,14.0,,,blanc
Vins de pays/IGP Gard,Vins de pays/IGP Gard,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Méditerranée,Vins de pays/IGP Méditerranée,2.0,5.0,16.0,16.0,,,rouge
Vins de pays/IGP Méditerranée,Vins de pays/IGP Méditerranée,1.0,3.0,10.0,12.0,,,blanc
Vins de pays/IGP Méditerranée,Vins de pays/IGP Méditerranée,1.0,2.0,8.0,10.0,,,rosé
Floc de Gascogne,Floc de Gascogne,2.0,12.0,6.0,9.0,,,rosé
Floc de Gascogne,Floc de Gascogne,2.0,12.0,6.0,9.0,,,jaune
Vins de pays/IGP Landes,Vins de pays/IGP Landes,1.0,4.0,14.0,16.0,,,rouge
Vins de pays/IGP Landes,Vins de pays/IGP Landes,1.0,2.0,8.0,10.0,,,blanc
Vins de pays/IGP Landes,Vins de pays/IGP Landes,1.0,2.0,8.0,10.0,,,rosé
Béarn,Béarn,2.0,8.0,14.0,16.0,,,rouge
Béarn,Béarn,2.0,6.0,7.0,10.0,,,blanc
Béarn,Béarn,1.0,4.0,8.0,10.0,,,rosé
Bergerac,Bergerac,3.0,12.0,15.0,16.0,,,rouge
Bergerac,Bergerac,2.0,8.0,10.0,11.0,,,blanc
Bergerac,Bergerac,1.0,4.0,11.0,13.0,,,rosé
Brulhois,Brulhois,4.0,12.0,16.0,18.0,,,rouge
Brulhois,Brulhois,1.0,3.0,10.0,11.0,,,rosé
Buzet,Buzet,3.0,12.0,14.0,16.0,,,rouge
Buzet,Buzet,1.0,4.0,8.0,10.0,,,blanc
Buzet,Buzet,1.0,3.0,9.0,11.0,,,rosé
Cahors,Cahors,5.0,15.0,16.0,18.0,,,rouge
Coteaux-du-quercy,Coteaux-du-quercy,5.0,15.0,16.0,18.0,,,rouge
Côtes-de-bergerac,Côtes-de-bergerac,4.0,10.0,16.0,18.0,,,rouge
Côtes-de-bergerac,Côtes-de-bergerac,5.0,20.0,10.0,12.0,,,blanc
Côtes-de-duras,Côtes-de-duras,3.0,12.0,14.0,16.0,,,rouge
Côtes-de-duras,Côtes-de-duras,1.0,4.0,7.0,9.0,,,blanc
Côtes-de-duras,Côtes-de-duras,1.0,3.0,8.0,10.0,,,rosé
Côtes-de-duras,Côtes-de-duras,2.0,15.0,10.0,13.0,,,blanc
Côtes-de-millau,Côtes-de-millau,5.0,15.0,16.0,18.0,,,rouge
Côtes-de-millau,Côtes-de-millau,1.0,4.0,8.0,10.0,,,blanc
Côtes-de-millau,Côtes-de-millau,1.0,2.0,8.0,10.0,,,rosé
Côtes-de-montravel,Côtes-de-montravel,5.0,20.0,10.0,13.0,,,jaune
Côtes-du-marmandais,Côtes-du-marmandais,5.0,15.0,16.0,18.0,,,rouge
Côtes-du-marmandais,Côtes-du-marmandais,3.0,10.0,8.0,10.0,,,blanc
Côtes-du-marmandais,Côtes-du-marmandais,2.0,3.0,10.0,12.0,,,rosé
Entraygues-le-fel,Entraygues-le-fel,3.0,8.0,16.0,0.0,,,rouge
Entraygues-le-fel,Entraygues-le-fel,2.0,4.0,10.0,12.0,,,blanc
Entraygues-le-fel,Entraygues-le-fel,1.0,3.0,10.0,12.0,,,rosé
Fronton,Fronton,4.0,15.0,16.0,0.0,,,rouge
Fronton,Fronton,1.0,3.0,8.0,10.0,,,rosé
Gaillac,Gaillac,3.0,8.0,15.0,17.0,,,rouge
Gaillac,Gaillac,1.0,4.0,8.0,10.0,,,rosé
Gaillac,Gaillac,2.0,6.0,8.0,10.0,,,blanc
Gaillac,Gaillac,1.0,3.0,6.0,8.0,,,blanc
Gaillac,Gaillac,5.0,25.0,10.0,12.0,,,jaune
Gaillac,Gaillac vendanges tardives,7.0,30.0,11.0,14.0,,,jaune
Haut-montravel,Haut-montravel,5.0,20.0,8.0,10.0,,,blanc
Irouléguy,Irouléguy,3.0,15.0,16.0,0.0,,,rouge
Irouléguy,Irouléguy,2.0,8.0,10.0,12.0,,,blanc
Irouléguy,Irouléguy,2.0,5.0,9.0,11.0,,,rosé
Jurançon,Jurançon,2.0,10.0,10.0,12.0,,,blanc
Jurançon,Jurançon,5.0,20.0,10.0,13.0,,,jaune
Jurançon,Jurançon vendandes tardives,5.0,20.0,10.0,12.0,,,jaune
Madiran,Madiran,5.0,25.0,16.0,18.0,,,rouge
Marcillac,Marcillac,2.0,6.0,16.0,16.0,,,rouge
Marcillac,Marcillac,1.0,3.0,8.0,10.0,,,rosé
Monbazillac,Monbazillac,5.0,25.0,9.0,11.0,,,jaune
Montravel,Montravel,5.0,15.0,16.0,0.0,,,rouge
Montravel,Montravel,2.0,8.0,8.0,10.0,,,blanc
Pacherenc-du-vic-bilh,Pacherenc-du-vic-bilh,2.0,5.0,10.0,12.0,,,blanc
Pacherenc-du-vic-bilh,Pacherenc-du-vic-bilh,5.0,20.0,8.0,10.0,,,blanc
Pécharmant,Pécharmant,4.0,15.0,16.0,16.0,,,rouge
Rosette,Rosette,2.0,7.0,8.0,10.0,,,blanc
Saint-mont,Saint-mont,2.0,6.0,14.0,16.0,,,rouge
Saint-mont,Saint-mont,1.0,4.0,10.0,12.0,,,blanc
Saint-mont,Saint-mont,1.0,3.0,9.0,11.0,,,rosé
Saint-sardos,Saint-sardos,3.0,10.0,15.0,16.0,,,rouge
